mission_id,keywords,mission_name,seriesName,shortDescription,astronaut_id,launch_time,land_time,launch_date,land_date,astroNumber,astronaut_name,gender,inSpace,overallNumber,spacewalkCount,species,speciesGroup,totalMinutesInSpace,totalSecondsSpacewalking,image.asset.url,awards,num_awards,country,launch_year,bio_cleaned,full_names
4QgObEwqp2QMBeQrVmYHG9,,Soyuz T-2,Soyuz,"This was the first crewed flight of the Soyuz T, an upgraded variant of the Soyuz crew vehicle. The flight was a four day visitation mission to the fourth long duration crew of the Salyut 6 space station and was designed to test the Soyuz T's systems.",NSZm43AoLYq0PEOXpg8kuU,,,1980-06-05,,103,Yury V. Malyshev,male,False,217.0,0.0,Human,human,17039.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/545865187c2fcfc3eed6076a66516e07b238b1f8-1182x1676.jpg,['Crossed Kármán Line'],1.0,USSR,1980,Yuri Vasilyevich Malyshev was a Soviet cosmonaut who served on the Soyuz T-2 and Soyuz T-11 missions.,Yury V. Malyshev
4QgObEwqp2QMBeQrVmYHG9,,Soyuz T-2,Soyuz,"This was the first crewed flight of the Soyuz T, an upgraded variant of the Soyuz crew vehicle. The flight was a four day visitation mission to the fourth long duration crew of the Salyut 6 space station and was designed to test the Soyuz T's systems.",NSZm43AoLYq0PEOXpg8O2z,,,1980-06-05,,87,Vladimir Aksyonov,male,False,198.0,0.0,Human,human,17051.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/a47524faf1f43c88d3e4e321c67f5993b4e69a87-477x699.jpg,['Crossed Kármán Line'],1.0,USSR,1980,"Vladimir Viktorovich Aksyonov is a former Soviet cosmonaut, married with two children.",Vladimir Aksyonov
4QgObEwqp2QMBeQrVmYHM3,,Soyuz 37,Soyuz,Soyuz 37 was a Soyuz vehicle swap and visitation mission to the fourth long duration Salyut 6 crew. It brought the first Vietnamese cosmonaut to space.,NSZm43AoLYq0PEOXpg8Wcz,,,1980-07-23,,52,Viktor Gorbatko,male,False,135.0,0.0,Human,human,43967.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/6333ac2b4f8f99298a74e8ba27e49cb4bda4a7f8-1200x1200.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,USSR,1980,"Viktor Vasilyevich Gorbatko was a Soviet cosmonaut who flew on the Soyuz 7, Soyuz 24, and Soyuz 37 missions.",Viktor Gorbatko
4QgObEwqp2QMBeQrVmYHM3,,Soyuz 37,Soyuz,Soyuz 37 was a Soyuz vehicle swap and visitation mission to the fourth long duration Salyut 6 crew. It brought the first Vietnamese cosmonaut to space.,NSZm43AoLYq0PEOXpgAdoz,,,1980-07-23,,104,Phạm Tuân,male,False,218.0,0.0,Human,human,11322.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/679fbf611c7abab22158d577563607f9509114fb-1280x1317.jpg,"['Crossed Kármán Line', 'First Man from Vietnam']",2.0,Vietnam,1980,Pháº¡m Tu¢n is a retired Vietnam Air Force aviator. He became the first Vietnamese citizen and the first non-soviet Asian in space when he flew aboard the Soyuz 37 mission as an Interkosmos Research Cosmonaut. He was awarded the title Hero of the Soviet Union.,Phạm Tuân
4QgObEwqp2QMBeQrVmYHmc,,Soyuz T-3,Soyuz,Soyuz T-3 brought the fifth resident crew of Salyut 6 to and from the station. It marked the first three-person resident crew of Salyut 6. The purpose of the flight was to test the Soyuz T spacecraft and perform maintenance on Salyut 6.,NSZm43AoLYq0PEOXpg8a7z,,,1980-11-27,,106,Leonid Kizim,male,False,220.0,8.0,Human,human,539636.0,114000.0,https://cdn.sanity.io/images/2vtv415l/production/0caff1d00c5bfd7a2fcde56417956bf51b08cde6-250x361.jpg,"['Crossed Kármán Line', 'Space Resident', 'Frequent Walker']",3.0,USSR,1980,Leonid Denisovich Kizim was a Soviet cosmonaut.,Leonid Kizim
4QgObEwqp2QMBeQrVmYHmc,,Soyuz T-3,Soyuz,Soyuz T-3 brought the fifth resident crew of Salyut 6 to and from the station. It marked the first three-person resident crew of Salyut 6. The purpose of the flight was to test the Soyuz T spacecraft and perform maintenance on Salyut 6.,NSZm43AoLYq0PEOXpg8jYU,,,1980-11-27,,73,Oleg G. Makarov,male,False,171.0,0.0,Human,human,29840.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/ca9abb59af55a92d7d7383a630d454af46e692a7-250x326.jpg,['Crossed Kármán Line'],1.0,USSR,1980,Oleg Grigoryevich Makarov was a Soviet cosmonaut.,Oleg G. Makarov
4QgObEwqp2QMBeQrVmYHmc,,Soyuz T-3,Soyuz,Soyuz T-3 brought the fifth resident crew of Salyut 6 to and from the station. It marked the first three-person resident crew of Salyut 6. The purpose of the flight was to test the Soyuz T spacecraft and perform maintenance on Salyut 6.,NSZm43AoLYq0PEOXpg8xiz,,,1980-11-27,,107,Gennadi Strekalov,male,False,221.0,6.0,Human,human,387262.0,78013.0,https://cdn.sanity.io/images/2vtv415l/production/5b2bed36c5da6cf6a37e45346865620f6fc216e5-800x964.jpg,"['Crossed Kármán Line', 'Frequent Flyer', 'Space Resident']",3.0,USSR,1980,"Gennadi Mikhailovich Strekalov was an engineer, cosmonaut, and administrator at Russian aerospace firm RSC Energia. He flew into space five times and lived aboard the Salyut-6, Salyut-7, and Mir space stations, spending over 268 days in space. The catastrophic explosion of a Soyuz rocket in 1983 led to him being one of only four people to use a launch escape system. He was decorated twice as Hero of the Soviet Union.",Gennadi Strekalov
4QgObEwqp2QMBeQrVmYHvT,,Soyuz T-4,Soyuz,Soyuz T-4 brought the sixth and last long duration crew to and from the Salyut 6 space station. The mission lasted 14 days and overlapped with the first flight of the U.S. Space Shuttle program.,NSZm43AoLYq0PEOXpg8dgU,,,1981-03-13,,91,Vladimir Kovalyonok,male,False,204.0,1.0,Human,human,311588.0,8400.0,https://cdn.sanity.io/images/2vtv415l/production/7f0b34ccce75aed7a9376f71a61a5110c0c1bb1b-1174x1748.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,USSR,1981,Vladimir Vasiliyevich Kovalyonok is a retired Soviet cosmonaut.,Vladimir Kovalyonok
4QgObEwqp2QMBeQrVmYHvT,,Soyuz T-4,Soyuz,Soyuz T-4 brought the sixth and last long duration crew to and from the Salyut 6 space station. The mission lasted 14 days and overlapped with the first flight of the U.S. Space Shuttle program.,gJ17JRX4XCdSoJR41wh458,,,1981-03-13,,108,Viktor Savinykh,male,False,222.0,1.0,Human,human,283259.0,18000.0,https://cdn.sanity.io/images/2vtv415l/production/94aa3f2c48468c2174bac16dd8b5b1b15f2372c4-1182x1767.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,USSR,1981,"Viktor Petrovich Savinykh was born in Berezkiny, Kirov Oblast, Russian SFSR on March 7, 1940. Married with one child. Selected as a cosmonaut on December 1, 1978. Retired on February 9, 1989.",Viktor Savinykh
4QgObEwqp2QMBeQrVmYI7H,,Soyuz 39,Soyuz,Soyuz 39 marked the first time a Mongolian reached space. The visitation mission to the sixth long duration Salyut 6 space station crew was the 21st and final back-to-back human spaceflight since July 1975 for which the Soviet Union was the only nation capable of launching people into space.,NSZm43AoLYq0PEOXpg8U8z,,,1981-03-22,,94,Vladimir Dzhanibekov,male,False,207.0,2.0,Human,human,209756.0,30840.0,https://cdn.sanity.io/images/2vtv415l/production/7e50ed69487a3800c6e761b047f4cc6d5c19f856-1200x1684.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,USSR,1981,Vladimir Aleksandrovich Dzhanibekov is a former cosmonaut who made five flights.,Vladimir Dzhanibekov
4QgObEwqp2QMBeQrVmYI7H,,Soyuz 39,Soyuz,Soyuz 39 marked the first time a Mongolian reached space. The visitation mission to the sixth long duration Salyut 6 space station crew was the 21st and final back-to-back human spaceflight since July 1975 for which the Soviet Union was the only nation capable of launching people into space.,gJ17JRX4XCdSoJR41whb9J,,,1981-03-22,,109,Jügderdemidiin Gürragchaa,male,False,223.0,0.0,Human,human,11322.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/2654c5f821edffbe0b076b13129576b451dc35a0-633x912.jpg,"['Crossed Kármán Line', 'First Man from Mongolia']",2.0,Mongolia,1981,J¼gderdemidiin G¼rragchaa was the first Mongolian in space. He also was Mongolia's Defense Minister from 2000â04.,Jügderdemidiin Gürragchaa
4QgObEwqp2QMBeQrVmYJ4J,,STS-3 (Columbia),STS,The third flight of the Space Shuttle was an eight day mission and an overwhelming success. The two-person crew tested the Shuttle's endurance on orbit and performed several science experiments. The mission is the only Shuttle flight to land in New Mexico instead of Florida or California and marked the first time a human spaceflight ended with a landing in New Mexico.,NSZm43AoLYq0PEOXpg9gpU,,,1982-03-22,,71,Jack R. Lousma,male,False,169.0,2.0,Human,human,97153.0,39720.0,https://cdn.sanity.io/images/2vtv415l/production/dff64c42db10989c5515023f63f6b9045aff1a9b-3084x3855.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,United States of America,1982,"Jack Robert Lousma, is an American aeronautical engineer, retired United States Marine Corps officer, former naval aviator, NASA astronaut, and politician. He was a member of the second crew on the Skylab space station in 1973.  In 1982, he commanded STS-3, the third Space Shuttle mission.",Jack R. Lousma
4QgObEwqp2QMBeQrVmYJ4J,,STS-3 (Columbia),STS,The third flight of the Space Shuttle was an eight day mission and an overwhelming success. The two-person crew tested the Shuttle's endurance on orbit and performed several science experiments. The mission is the only Shuttle flight to land in New Mexico instead of Florida or California and marked the first time a human spaceflight ended with a landing in New Mexico.,t7VBwendlcGFZIlCtEYtk0,,,1982-03-22,,113,C. Gordon Fullerton,male,False,227.0,0.0,Human,human,22970.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/a141e25215d7001c976da7fa9b819223c4b39aa7-3677x4641.jpg,['Crossed Kármán Line'],1.0,United States of America,1982,"Charles Gordon Fullerton was a United States Air Force colonel, a USAF and NASA astronaut, and a research pilot at NASA's Dryden Flight Research Facility, Edwards, California. His assignments included a variety of flight research and support activities piloting NASA's B-52 launch aircraft, the Boeing 747 Shuttle Carrier Aircraft, and other multi-engine and high performance aircraft. Fullerton, who logged more than 380 hours in space flight, was a NASA astronaut from September 1969 until November 1986 when he joined the research pilot office at Dryden. In July 1988, he completed a 30-year career with the U.S. Air Force and retired as a colonel. He continued in his position of NASA research pilot as a civilian. Fullerton and his wife and their two children lived in Lancaster, California.",C. Gordon Fullerton
4QgObEwqp2QMBeQrVmYJam,,STS-4 (Columbia),STS,"The final test flight of the Space Shuttle program. It was the final time NASA assigned a complete backup crew for their missions until the International Space Station program. Columbia finished proving the Shuttle's capabilities on this flight, allowing NASA to declare the Shuttle ""operational."" Columbia landed on July 4th, after which President Reagan greeted the crew and Columbia's sister Shuttle, the newly completed Challenger, performed a ceremonial flyover while mounted to the back of a 747 aircraft.",NSZm43AoLYq0PEOXpgAYOz,,,1982-06-27,,64,Thomas K. Mattingly II,male,False,151.0,1.0,Human,human,30514.0,5022.0,https://cdn.sanity.io/images/2vtv415l/production/bce28d687143245ac845fefa6cd6ad93c42697b6-1026x1280.jpg,['Crossed Kármán Line'],1.0,United States of America,1982,"Thomas Kenneth Mattingly II, is a former American naval officer and aviator, aeronautical engineer, test pilot, Rear Admiral in the United States Navy and astronaut who flew on the Apollo 16, STS-4 and STS-51-C missions.",Thomas K. Mattingly II
4QgObEwqp2QMBeQrVmYJam,,STS-4 (Columbia),STS,"The final test flight of the Space Shuttle program. It was the final time NASA assigned a complete backup crew for their missions until the International Space Station program. Columbia finished proving the Shuttle's capabilities on this flight, allowing NASA to declare the Shuttle ""operational."" Columbia landed on July 4th, after which President Reagan greeted the crew and Columbia's sister Shuttle, the newly completed Challenger, performed a ceremonial flyover while mounted to the back of a 747 aircraft.",NSZm43AoLYq0PEOXpg9gJz,,,1982-06-27,,116,Henry W. Hartsfield Jr.,male,False,230.0,0.0,Human,human,28970.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/836e6b36924058a2859fe4ec7136511cfbc31a56-1440x1800.jpg,['Crossed Kármán Line'],1.0,United States of America,1982,"Henry Warren ""Hank"" Hartsfield Jr. was a United States Air Force officer and a USAF and NASA astronaut who logged over 480 hours in space.",Henry W. Hartsfield Jr.
4QgObEwqp2QMBeQrVmYJma,,Soyuz T-7,Soyuz,"This mission was a visitation and Soyuz vehicle swap to the Elbrus crew on Salyut 7. It marked only the second time a woman flew in space and the first time a woman flew in over 19 years. The crew delivered experiments and letters to the Elbrus crew, left them Soyuz T-7, and returned home on Soyuz T-5.",NSZm43AoLYq0PEOXpg8psU,,,1982-08-19,,101,Leonid Popov,male,False,215.0,0.0,Human,human,288885.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/469ec9f3ef69930c7f6c565d445af102ad9272ff-271x324.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,USSR,1982,Leonid Ivanovich Popov is a former Soviet cosmonaut.,Leonid Popov
4QgObEwqp2QMBeQrVmYJma,,Soyuz T-7,Soyuz,"This mission was a visitation and Soyuz vehicle swap to the Elbrus crew on Salyut 7. It marked only the second time a woman flew in space and the first time a woman flew in over 19 years. The crew delivered experiments and letters to the Elbrus crew, left them Soyuz T-7, and returned home on Soyuz T-5.",NSZm43AoLYq0PEOXpg8utz,,,1982-08-19,,117,Aleksandr Serebrov,male,False,231.0,10.0,Human,human,537052.0,114590.0,https://cdn.sanity.io/images/2vtv415l/production/97520a2059700b82dc01eb0266d387303cbeb93d-1274x1829.jpg,"['Crossed Kármán Line', 'Space Resident', 'Frequent Walker']",3.0,USSR,1982,"Aleksandr Aleksandrovich Serebrov was a Soviet cosmonaut. He graduated from Moscow Institute of Physics and Technology, and was selected as a cosmonaut on 1 December 1978. He retired on 10 May 1995. He was married and had one child.",Aleksandr Serebrov
4QgObEwqp2QMBeQrVmYJma,,Soyuz T-7,Soyuz,"This mission was a visitation and Soyuz vehicle swap to the Elbrus crew on Salyut 7. It marked only the second time a woman flew in space and the first time a woman flew in over 19 years. The crew delivered experiments and letters to the Elbrus crew, left them Soyuz T-7, and returned home on Soyuz T-5.",NSZm43AoLYq0PEOXpg8ucU,,,1982-08-19,,118,Svetlana Savitskaya,female,False,232.0,1.0,Human,human,28386.0,12840.0,https://cdn.sanity.io/images/2vtv415l/production/920aa016a40311be83af3e966057031ea2d74b73-1096x1600.jpg,['Crossed Kármán Line'],1.0,USSR,1982,"Svetlana Yevgenyevna Savitskaya is a retired Soviet aviator and cosmonaut who flew aboard Soyuz T-7 in 1982, becoming the second woman in space. On her 1984 Soyuz T-12 mission she became the first woman to fly to space twice, and the first woman to perform a spacewalk.",Svetlana Savitskaya
4QgObEwqp2QMBeQrVmYKD9,,STS-5 (Columbia),STS,This was the first operational flight of the Space Shuttle. The mission deployed two commercial communications satellites -- the first time a human mission did so -- for the U.S. and Canada.,NSZm43AoLYq0PEOXpgAZkz,,,1982-11-11,,84,Vance D. Brand,male,False,188.0,0.0,Human,human,44762.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/dc342bb7f7b2fe905ac740394bf414fc516dfa20-1018x1280.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,United States of America,1982,"Vance DeVoe Brand is an American former naval officer and aviator, aeronautical engineer, test pilot, and NASA astronaut. He served as command module pilot during the first U.S.-Soviet joint spaceflight in 1975, and as commander of three Space Shuttle missions.",Vance D. Brand
4QgObEwqp2QMBeQrVmYKD9,,STS-5 (Columbia),STS,This was the first operational flight of the Space Shuttle. The mission deployed two commercial communications satellites -- the first time a human mission did so -- for the U.S. and Canada.,NSZm43AoLYq0PEOXpgAJRU,,,1982-11-11,,119,Robert F. Overmyer,male,False,233.0,0.0,Human,human,17422.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/b07c3b4c087b4cd1db91ff23892af45d90e2cd1d-475x600.jpg,['Crossed Kármán Line'],1.0,United States of America,1982,"Robert Franklyn ""Bob"" Overmyer was an American test pilot, naval aviator, aeronautical engineer, physicist, United States Marine Corps officer and USAF/NASA astronaut. Overmyer was selected by the Air Force as an astronaut for its Manned Orbiting Laboratory in 1966. Upon cancellation of this program in 1969, he became a NASA astronaut and served support crew duties for the Apollo program, Skylab program and Apollo-Soyuz Test Project. In 1976, he was assigned to the Space Shuttle program and flew as pilot on STS-5 in 1982 and as commander on STS-51-B in 1985. He was selected as a lead investigator into the Space Shuttle Challenger disaster and retired from NASA in 1986. Ten years later, Overmyer died in Duluth, Minnesota while testing the Cirrus VK-30 composite homebuilt aircraft.",Robert F. Overmyer
4QgObEwqp2QMBeQrVmYKD9,,STS-5 (Columbia),STS,This was the first operational flight of the Space Shuttle. The mission deployed two commercial communications satellites -- the first time a human mission did so -- for the U.S. and Canada.,NSZm43AoLYq0PEOXpg9u2U,,,1982-11-11,,120,Joseph P. Allen,male,False,234.0,2.0,Human,human,18838.0,42120.0,https://cdn.sanity.io/images/2vtv415l/production/7f1ead6bc61d873da17d4c688bf6cf509285c35e-3238x4048.jpg,['Crossed Kármán Line'],1.0,United States of America,1982,"Joseph Percival ""Joe"" Allen IV, Ph.D. is a former NASA astronaut. He logged more than 3,000 hours flying time in jet aircraft.",Joseph P. Allen
4QgObEwqp2QMBeQrVmYKD9,,STS-5 (Columbia),STS,This was the first operational flight of the Space Shuttle. The mission deployed two commercial communications satellites -- the first time a human mission did so -- for the U.S. and Canada.,NSZm43AoLYq0PEOXpgAb6z,,,1982-11-11,,121,William B. Lenoir,male,False,235.0,0.0,Human,human,7334.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/7b13ae11e57888451a075a67c239bf32fa6af8cf-1024x1280.jpg,['Crossed Kármán Line'],1.0,United States of America,1982,"William Benjamin ""Bill"" Lenoir, Ph.D. was an American electrical engineer and a NASA astronaut.",William B. Lenoir
4QgObEwqp2QMBeQrVmYKmZ,,STS-7 (Challenger),STS,STS-7 marked the first time an American woman (third woman overall) flew in space. The mission deployed two communications satellites for Canada and Indonesia and carried the West German-built Shuttle Pallet Satellite containing numerous experiments.,NSZm43AoLYq0PEOXpgAKEU,,,1983-06-18,,110,Robert L. Crippen,male,False,224.0,0.0,Human,human,17329.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/e82d2578d628f878e3f98a18737817ccd9c14a82-1024x1280.jpg,['Crossed Kármán Line'],1.0,United States of America,1983,"Robert Laurel Crippen is an American retired naval officer and aviator, test pilot, aerospace engineer, and retired astronaut. He traveled into space four times: as Pilot of STS-1 in April 1981, the first Space Shuttle mission; and as Commander of STS-7 in June 1983, STS-41-C in April 1984, and STS-41-G in October 1984. Crippen received the Congressional Space Medal of Honor.",Robert L. Crippen
4QgObEwqp2QMBeQrVmYKmZ,,STS-7 (Challenger),STS,STS-7 marked the first time an American woman (third woman overall) flew in space. The mission deployed two communications satellites for Canada and Indonesia and carried the West German-built Shuttle Pallet Satellite containing numerous experiments.,IquDVsJ9I205j7YqxREE8M,,,1983-06-18,,126,Frederick H. Hauck,male,False,240.0,0.0,Human,human,26107.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/b5301c87740b740cec8a6bb7585ed5cebacee91d-3653x4614.jpg,['Crossed Kármán Line'],1.0,United States of America,1983,"Frederick Hamilton ""Rick"" Hauck is a retired Captain in the United States Navy, a former fighter pilot and NASA astronaut.  He piloted Space Shuttle mission STS-7 and commanded STS-51-A and STS-26.",Frederick H. Hauck
4QgObEwqp2QMBeQrVmYKmZ,,STS-7 (Challenger),STS,STS-7 marked the first time an American woman (third woman overall) flew in space. The mission deployed two communications satellites for Canada and Indonesia and carried the West German-built Shuttle Pallet Satellite containing numerous experiments.,IquDVsJ9I205j7YqxREY7S,,,1983-06-18,,127,John M. Fabian,male,False,241.0,0.0,Human,human,18962.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/552db03790d93e2617dc4762995addbf45d55dd2-5449x6811.jpg,['Crossed Kármán Line'],1.0,United States of America,1983,"John McCreary Fabian is a former NASA astronaut, Air Force officer, and director who flew two Space Shuttle missions and on the development of the Shuttle's robotic arm. He later led the Air Force's space operations.",John M. Fabian
4QgObEwqp2QMBeQrVmYKmZ,,STS-7 (Challenger),STS,STS-7 marked the first time an American woman (third woman overall) flew in space. The mission deployed two communications satellites for Canada and Indonesia and carried the West German-built Shuttle Pallet Satellite containing numerous experiments.,NSZm43AoLYq0PEOXpgAOnz,,,1983-06-18,,128,Sally Ride,female,False,242.0,0.0,Human,human,20626.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/f59afb45e826a33e4a61daa9c5624e23a18977ca-1024x1280.jpg,"['Crossed Kármán Line', 'First Woman from USA']",2.0,United States of America,1983,"Sally Kristen Ride was an American astronaut and physicist. Born in Los Angeles, she joined NASA in 1978 and became the first American woman in space in 1983. Ride was the third woman in space overall, after USSR cosmonauts Valentina Tereshkova and Svetlana Savitskaya.  Ride remains the youngest American astronaut to have traveled to space, having done so at the age of 32. After flying twice on the Orbiter Challenger, she left NASA in 1987.",Sally Ride
4QgObEwqp2QMBeQrVmYKmZ,,STS-7 (Challenger),STS,STS-7 marked the first time an American woman (third woman overall) flew in space. The mission deployed two communications satellites for Canada and Indonesia and carried the West German-built Shuttle Pallet Satellite containing numerous experiments.,NSZm43AoLYq0PEOXpgAD3z,,,1983-06-18,,129,Norman E. Thagard,male,False,243.0,0.0,Human,human,202404.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/8000f6812c5094305e6a737142e40c3f8a5d3d57-1024x1280.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,United States of America,1983,"Norman Earl Thagard, is an American scientist and former U.S. Marine Corps officer and naval aviator and NASA astronaut. He is the first American to ride to space on board a Russian vehicle, and can be considered the first American cosmonaut. He did on this on March 14, 1995, in the Soyuz TM-21 spacecraft for the Russian Mir-18 mission.",Norman E. Thagard
4QgObEwqp2QMBeQrVmYL4H,,STS-8 (Challenger),STS,"On this mission, the crew deployed an Indian communications satellite and performed biomedical experiments. It was the first spaceflight to use the TDRS network and marked the first night launch and landing of the Space Shuttle. Challenger ferried the first African-American (second person of African descent) to space on this flight.",NSZm43AoLYq0PEOXpgAGmz,,,1983-08-30,,112,Richard H. Truly,male,False,226.0,0.0,Human,human,11961.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/b06bcecdceda760573dd0e41ac97fe7b3f4995f3-1031x1280.jpg,['Crossed Kármán Line'],1.0,United States of America,1983,"Richard Harrison Truly is a retired Vice Admiral in the United States Navy, a former fighter pilot, engineer, former astronaut for both the United States Air Force and NASA, and was the eighth Administrator of the National Aeronautics and Space Administration from 1989 to 1992. He was the first former astronaut to head the space agency.",Richard H. Truly
4QgObEwqp2QMBeQrVmYL4H,,STS-8 (Challenger),STS,"On this mission, the crew deployed an Indian communications satellite and performed biomedical experiments. It was the first spaceflight to use the TDRS network and marked the first night launch and landing of the Space Shuttle. Challenger ferried the first African-American (second person of African descent) to space on this flight.",NSZm43AoLYq0PEOXpg9MVU,,,1983-08-30,,131,Daniel C. Brandenstein,male,False,245.0,0.0,Human,human,47343.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/dda8fa2bd7c3b18a7b899c29e3430167792549a0-2865x3581.jpg,"['Crossed Kármán Line', 'Space Resident']",2.0,United States of America,1983,"Daniel Charles Brandenstein is the Executive Vice President and Chief Operating Officer of United Space Alliance. He is a former Naval Aviator, test pilot and NASA astronaut, who flew four Space Shuttle missions.",Daniel C. Brandenstein
4QgObEwqp2QMBeQrVmYL4H,,STS-8 (Challenger),STS,"On this mission, the crew deployed an Indian communications satellite and performed biomedical experiments. It was the first spaceflight to use the TDRS network and marked the first night launch and landing of the Space Shuttle. Challenger ferried the first African-American (second person of African descent) to space on this flight.",NSZm43AoLYq0PEOXpg9ejz,,,1983-08-30,,132,Guion S. Bluford Jr.,male,False,246.0,0.0,Human,human,41313.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/4b3ee39ad838cccee4e861e377091a26abf58b2d-6625x8281.jpg,"['Crossed Kármán Line', 'First African American Man in Space']",2.0,United States of America,1983,"Guion Stewart Bluford Jr. is an American aerospace engineer, retired U.S. Air Force officer and fighter pilot, and former NASA astronaut, who is the first African American and the second person of African descent to go to space. Before becoming an astronaut, he was an officer in the U.S. Air Force, where he remained while assigned to NASA, rising to the rank of colonel. He participated in four Space Shuttle flights between 1983 and 1992. In 1983, as a member of the crew of the Orbiter Challenger on the mission STS-8, he became the first African American in space as well as the second person of African ancestry in space, after Cuban cosmonaut Arnaldo Tamayo Mndez.",Guion S. Bluford Jr.
4QgObEwqp2QMBeQrVmYL4H,,STS-8 (Challenger),STS,"On this mission, the crew deployed an Indian communications satellite and performed biomedical experiments. It was the first spaceflight to use the TDRS network and marked the first night launch and landing of the Space Shuttle. Challenger ferried the first African-American (second person of African descent) to space on this flight.",NSZm43AoLYq0PEOXpg9MHU,,,1983-08-30,,133,Dale A. Gardner,male,False,247.0,2.0,Human,human,20212.0,42120.0,https://cdn.sanity.io/images/2vtv415l/production/ebcb7ac5e88711cbbbd08a358ecae5147515f905-475x600.jpg,['Crossed Kármán Line'],1.0,United States of America,1983,Dale Allan Gardner was a NASA astronaut who flew two Space Shuttle missions during the mid 1980s.,Dale A. Gardner
4QgObEwqp2QMBeQrVmYL4H,,STS-8 (Challenger),STS,"On this mission, the crew deployed an Indian communications satellite and performed biomedical experiments. It was the first spaceflight to use the TDRS network and marked the first night launch and landing of the Space Shuttle. Challenger ferried the first African-American (second person of African descent) to space on this flight.",NSZm43AoLYq0PEOXpgAbcU,,,1983-08-30,,134,William E. Thornton,male,False,248.0,0.0,Human,human,18796.0,0.0,https://cdn.sanity.io/images/2vtv415l/production/4bc5343adfb9bbbbeeca79022efa09000ddabdba-1024x1280.jpg,['Crossed Kármán Line'],1.0,United States of America,1983,"Dr. William Thornton was a British-American physician, inventor, painter and architect who designed the United States Capitol. He also served as the first Architect of the Capitol and first Superintendent of the United States Patent Office.",William E. Thornton
4QgObEwqp2QMBeQrVmYLG5,,Soyuz T-10-1,Soyuz,"Soyuz T-10-1 was the first of two Soyuz T-10 missions. Just 90 seconds before liftoff, the Soyuz-U rocket caught fire. The control teams sent commands for Soyuz T-10 to abort off the top of the rocket and carry the two-person crew safely away. But the manual command never reached the rocket as communication lines had already burned through at the pad. The Soyuz T-10-1 crew could not manually activate the abort system. An emergency radio command was sent after several seconds as two people in the control room had to receive the same order and enter the same command into the computer within five seconds to send the command. Soyuz T-10-1's Launch Escape Tower fired to pull the crew away from the rocket, which exploded six seconds later. The crew experienced 17 Gs of acceleration during the abort but landed safely 4 km from the burning launch pad.",gJ17JRX4XCdSoJR41wh5bQ,,,1983-09-26,,125,Vladimir G. Titov,male,False,239.0,4.0,Human,human,544365.0,69480.0,https://cdn.sanity.io/images/2vtv415l/production/278ab539c973eb57a2436b2bb7300baaa14e8997-1024x1280.jpg,"['Crossed Kármán Line', 'Elite Spaceflyer', 'Space Resident']",3.0,Russia,1983,"Vladimir Georgiyevich Titov is a retired Russian Air Force Colonel and former cosmonaut. He has participated in four spaceflight missions. The catastrophic explosion of a Soyuz rocket in 1983 led to him being one of only four people to use a launch escape system. He is married to  Alexandra Kozlova, they have two children.",Vladimir G. Titov
